id,nome,indirizzo,numero-civico,cap,quartiere,citta,geolocazione,telefono,fax,mobile,email,web,tipi,tipi-specifici,agenzia.intestazione,consolato.stato,consolato.console,consolato.pec,consolato.orari.giorni,consolato.orari.apertura,consolato.orari.chiusura,consolato.orari.note,accoglienza.stelle,accoglienza.camere,accoglienza.sale_meeting,accoglienza.residences,accoglienza.descrizione,accoglienza.direttore,accoglienza.gestione,divertimento-e-ristoro.cucina,divertimento-e-ristoro.orari.giorni,divertimento-e-ristoro.orari.apertura,divertimento-e-ristoro.orari.chiusura,divertimento-e-ristoro.orari.note,divertimento-e-ristoro.informazioni,luogo-da-visitare.orari.giorni,luogo-da-visitare.orari.apertura,luogo-da-visitare.orari.chiusura,luogo-da-visitare.orari.note,luogo-da-visitare.orari.visite,luogo-da-visitare.orari.servizi,luogo-da-visitare.orari.prezzi,luogo-da-visitare.informazioni_storiche,luogo-da-visitare.note,luogo-da-visitare.gestore.nome,luogo-da-visitare.gestore.indirizzo,luogo-da-visitare.gestore.cap,luogo-da-visitare.gestore.localita,luogo-da-visitare.gestore.mobile,luogo-da-visitare.gestore.telefono,luogo-da-visitare.gestore.fax,luogo-da-visitare.gestore.email,luogo-da-visitare.gestore.web,icon
201,Grotta Niscemi,Parco della Favorita (c/o Viale Diana), ,90142,,Palermo,"38.159579999999998,13.34313",091/716066 - 0917071406,,,,,luogo da visitare,Zona archeologica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"La grotta Niscemi, di origine marina, è incavata nelle pendici del versante occidentale del Monte Pellegrino all'interno del parco della Favorita. I graffiti risalgono a circa 14.000 anni fa e rappresentano, come quelli delle grotte dell'Addaura, la testimonianza di arte parietale del Paleolitico superiore alle falde del Monte dove vissero delle tribù di cacciatori; tracce scoperte successivamente a quelle delle grotte d'Addaura. I graffiti sono composti da figure di animali, come equini e bovini, disegnati con uno stile e un tratto che esprimono una certa realisticità.",,Club Alpino italiano - Sezione della Conca d'Oro di Palermo,"Via Nicolò Garzilli, 59",90141,Palermo,,091/29407,,,http://clubalpinoitaliano.org/,trail
202,Grotte Paleolitiche dell'Addaura,Via Gualtiero da Caltagirone, ,90149,,Palermo,"38.188049499999998,13.3475628",091/071406 - 0916716066,,,,,luogo da visitare,Zona archeologica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"La Grotta dell'Addaura, abitata durante il paleolitico superiore, è la più conosciuta tra le grotte siciliane. Al suo interno sono stati ritrovati alcuni strumenti litici con forme geometriche (lame e coltelli) e sono visibili tre gruppi distinti di figure. Nel primo gruppo sono rappresentati degli animali (una giumenta, un puledro e un cerbiatto), una donna, probabilmente incinta, con un fardello e due uomini in movimento. Nel secondo gruppo è presentato un rito d'iniziazione in cui dieci figure maschili sono intorno a due figure giacenti. Nell'ultimo gruppo si possono osservare due bovini. Il museo Archeologico di Palermo ospita i calchi sia degli strumenti sia dei graffiti",,Club Alpino italiano - Sezione della Conca d'Oro di Palermo,"Via Nicolò Garzilli, 59",90141,Palermo,,091/29407,,,http://clubalpinoitaliano.org/,trail
203,Necropoli Punica,Corso Calatafimi,100,90129,,Palermo,"38.108138599999997,13.3425586",091/90299,,,,,luogo da visitare,Zona archeologica,,,,,,,,,,,,,,,,,,,,,,,,,"da martedì a sabato 9.00 - 19.00 domenica, lunedì e festivi infrasettimanali dalle 9.00 - 13.30",,,,"Del primo emporio punico, fondato probabilmente nel corso del VII secolo a.C., sono testimonianza concreta e significativa le numerose tombe comprese nella vasta necropoli che occupava l'area immediatamente ad ovest della città, compresa tra Piazza Indipendenza, Corso Calatafimi, Corso Pisani, Via Cuba, Via Cappuccini e Via Pindemonte. Dal 1746 - anno delle prime scoperte avvenute in occasione della costruzione del Reale Albergo dei Poveri, ad oggi, sono state rinvenute oltre settecento tombe, alcune delle quali, adeguatamente rappresentative dei vari rituali funerari e delle diverse tipologie tombali, sono oggi visibili nell'area della Caserma Tuköry di Corso Calatafimi. La necropoli copre un arco cronologico compreso tra la fine del VII e gli inizi del III secolo a.C. e comprende, sotto il profilo tipologico, sia tombe a camera ipogeica che inumazioni in sarcofago litico e deposizioni in fossa terragna o in cinerario; ugualmente attestati sono i riti dell'inumazione e dell'incinerazione. Tra febbraio e giugno del 2004 si è completato lo scavo di questa porzione di necropoli punica: sono state scavate in tutto circa 150 sepolture che si distribuiscono in maniera intensiva all'interno dello spazio indagato. A questa indagine sistematica si sono affiancate alcune scoperte casuali che hanno determinato la necessità di attivare scavi d'emergenza: in particolare si ricordi la tomba a camera ipogeica scoperta, in occasione della messa in opera della nuova rete idrica, all'angolo tra la Via Maggiore Amari ed il Corso Calatafimi, al cui interno si è recuperato uno dei corredi più antichi dell'intera necropoli, caratterizzato dalla presenza di forme tipiche del repertorio fenicio, e le due tombe a camera ipogeica rinvenute nel corso dei lavori di restauro del complesso monumento dell'Albergo dei Poveri di Corso Calatafimi.",,Regione Siciliana,"Via Ausonia, 122",90146,Palermo,,091/24003 - 800894318,,cittadino@regione.sicilia.it.,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE,trail
204,Qanat Gesuitico Alto,Fondo Picciullo,                 ,90135,,Palermo,"38.102212,13.325766",091/80433,,,,http://www.gscaipalermo.com/,luogo da visitare,Zona archeologica,,,,,,,,,,,,,,,,,,,,,,,,,,Visite effettuabili solo su prenotazione al 3498178288 o 091329407,,Biglietto: 10.00 ridotto 8 per gruppi min 15 pax.,"Il Qanat o Kariz è un sistema di trasporto idrico usato per fornire una fonte affidabile d'approvvigionamento d'acqua per insediamenti umani e per l'irrigazione in ambienti caldi e aridi. Il Qanat Gesuitico Alto si sviluppa nel sottosuolo del quartiere di Altarello e, in particolare, al di sotto di casa Micciulla, nella via nave e nei territori agricoli circostanti. Lungo tutto il cunicolo, alto generalmente 1,55 metri e largo 0,60-0,80 metri, si aprono sulla volta, a distanze variabili tra i 20 e i 50 metri, pozzi seriali che consentivano l'accesso al cunicolo per evacuare il materiale estratto e per ventilare l'ipogeo. La pendenza di tali cunicoli varia tra il 4 e il 6 per mille, in tale maniera si evitava l'instaurarsi di fenomeni erosivi. Il Qanat Gesuitico Alto ha un cunicolo con uno sviluppo percorribile di circa 1100 metri; è un sistema ancora attivo con portata variabile tra 10 litri al secondo in periodo estivo e di oltre 40 litri al secondo nel periodo invernale. La prima notizia bibliografica dei Qanat risale al 1722 ma le opere cunicolari del Gesuitico Alto sono molo antiche, come dimostrano alcuni rinvenimenti archeologici del XII-XIII secolo e i quattro livelli di cunicoli che compongono il sistema di captazione. I cunicoli del Gesuitico Alto presentano interessanti ed innovative soluzioni finalizzate ad una migliore captazione delle acqua di falda. I cunicoli più antichi, oggi non più percorsi dalle acque, sono scavati a 8 metri di profondità dal piano di campagna, mentre quelli più recenti si sviluppano a 16 metri di profondità, e risultano scavati non nelle calcarenite ma nella quarzarenite del Flysch numidico (strati di argilla di composizione variabile). Numerose sono le sorgenti presenti lungo le pareti dei cunicoli che contribuiscono ad alimentare la portata del Qanat. Il Qanat è stato in parte ampliato ad opera dei gesuiti che erano i proprietari dei vasti fondi sovrastanti.",,Club Alpino italiano - Sezione della Conca d'Oro di Palermo,"Via Nicolò Garzilli, 59",90141,Palermo,,091/29407,,,http://clubalpinoitaliano.org/,trail
206,Resti di case romane Area Archeologica Villa Bonanno,Piazza Vittoria, ,90134,,Palermo,"38.111714800000001,13.3553418",091/071317 - 0917071411,,,,,luogo da visitare,Zona archeologica,,,,,,,,,,,,,,,,,,,,,,,,,,Visitabile su prenotazione,,,"Il complesso delle case romane che occupano una porzione della Villa Bonanno all'interno di Piazza della Vittoria fu casualmente scoperto nel dicembre del 1868 dal Direttore delle Antichità di Sicilia Francesco Saverio Cavallari e comprendono i resti di due sontuose dimore, ovvero, un palagio contenente una sala basilicale ascrivibili alla metà del IV secolo a.C. Il primo edificio, posto all'ingresso, era formato da due peristili (ampi cortili a colonne), uno di questi, oggi sotterrato. Il peristilio visibile si articola su una superficie di quasi 180 mq ed ha una forma trapezoidale: nove supporti verticali sui lati lunghi e sei sui lati brevi costituivano il porticato; un doppio ordine di colonne doriche delimitava i lati est, ovest e sud, mentre il lato nord era caratterizzato da quattro colonne di ordine gigante e due pilastri angolari. Sul lato settentrionale si apriva una esedra, sala di rappresentanza decorata da un ricco pavimento a mosaico raffigurante la caccia di Alessandro. Sul lato meridionale del portico, addossata ad una colonna, venne realizzata una scenografica fontana con vasca rivestita all'interno di un intenso colore azzurro e decorata, all'esterno, da intonaci a motivi vegetali e da una nicchia rivestita di lastre marmoree. Nella parte centrale del peristilio sono visibili sei plinti in arenaria, dei quali oggi uno mancante, che reggevano i supporti verticali a sostegno, probabilmente, di un pergolato. Al centro di questa struttura è una fontana di forma pressoché circolare, orientata verso la fontana maggiore . Al centro della vasca, un tempo rivestita da lastre di marmo, zampillava l'acqua. Sull'asse tra le due fontane sono i resti di una terza, di minori dimensioni e di forma ottagonale. I due edifici sono divisi da una strada larga 4 metri. I resti del secondo edificio riguardano parte delle strutture e degli apparati decorativi. Esso si articola in due distinte strutture: un nucleo abitativo con peristilio e un insieme di ambienti, probabilmente a carattere termale. Dall'atrio, attraverso una sorta di vestibolo, decorato al centro con un mosaico raffigurante Nettuno su quadriga, si giungeva ad una sequenza di tre ambienti disposti lungo l'asse longitudinale dell'edificio caratterizzati da una ricchissima pavimentazione musiva. I mosaici, strappati nel corso delle prime indagini di inizio secolo, sono oggi esposti al Museo Archeologico Regionale A. Salinas.",,Regione Siciliana,"Via Ausonia, 122",90146,Palermo,,091/24003 - 800894318,,cittadino@regione.sicilia.it.,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE,trail
123,Torre di San Nicolò all'Albergheria,Via Nasi Nunzio,18,90134,,Palermo,"38.111757799999999,13.359719200000001",,,3388529705 - 3392937159,,,luogo da visitare,Monumento,,,,,,,,,,,,,,,,,,,,,,,,,da lunedì a venerdì 9.00 - 13.00,Visitabile su prenotazione per gruppi telefonando al 3392937159.,,Biglietto intero 2.50 Biglietto ridotto: 1.50 (studenti),,,Arcidiocesi di Palermo,"Corso Vittorio Emanuele, 461",90134,Palermo,,091/077111,091/113642,curia@diocesipa.it,http://www.diocesipa.it,shrine_jp
57,Chiostro di Monreale,Piazza Duomo, ,90046,,Monreale,"38.082149,13.292359",091/404403,,,,http://www.regione.sicilia.it/beniculturali,luogo da visitare,Monumento,,,,,,,,,,,,,,,,,,,,,,,,,"lunedì, domenica e festivi infrasettimanali: 9.00 - 13.00 martedì - sabato: 9.00 - 19.00",,,,"Il chiostro appartenente al complesso dell'abbazia benedettina di S. Maria la Nuova, fondata nel 1174 per volere del re normanno Guglielmo II, funge da perno di tutto il complesso abbaziale che si sviluppa intorno ad esso e rappresenta uno splendido esempio di architettura bizantina. Si tratta di una costruzione prettamente romanica, a pianta quadrata di 47 metri per lato, con portico ad archi ogivali a doppia ghiera su colonne binate, le quali presentano ornamentazioni alterne, talune intagliate ad arabeschi tal altre con intarsi a mosaico; ricca e varia è anche la decorazione dei capitelli dove si ritrovano temi legati all'iconografia religiosa del Vecchio e del Nuovo Testamento, animali tratti dal bestiario medievale e della tradizione mediorientale a motivi fitomorfici. Nell'angolo meridionale vi è un recinto quadrangolare delimitato da tre arcate per lato. Al centro vi è una fontana la cui acqua scaturisce da una colonna riccamente intagliata a forma di fusto di palma stilizzato, con figure in piedi, teste e foglie a rilievo. L'acqua fuoriesce in sottili getti da bocche umane e leonine. Le basi delle colonne del chiostro raffigurano un'amplissima varietà di motivi: foglie stilizzate, rosette, zampe di leone, teste di fiere, gruppi di uomini e animali, rane e lucertole.",,Regione Siciliana,"Via Ausonia, 122",90146,Palermo,,091/24003 - 800894318,,cittadino@regione.sicilia.it.,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE,shrine_jp
71,Castello della Zisa,Via Guglielmo Il Buono, ,90135,,Palermo,"38.116840099999997,13.3445182",091/520269,,,,,luogo da visitare,Monumento,,,,,,,,,,,,,,,,,,,,,,,,,"martedì - sabato dalle 9.00 alle 19.00 lunedì, domenica e festivi infrasettimanali dalle 9.00 alle 13.30",,,,"Il palazzo, iniziato durante il regno di Guglielmo I ed ultimato da Guglielmo II intorno al 1167, fu la residenza estiva preferita dai re e dalla sua corte. Il suo nome deriva dall'arabo al-Aziz, ovvero splendido. Durante i secoli ha subito diverse trasformazioni, la più rilevante è sicuramente quella avvenuta nel 1635, dove vi furono apportate aggiunte in stile barocco, ad opera di Giovanni Sandoval. Esternamente si presenta come un blocco cristallino suddiviso in tre ordini orizzontali corrispondenti ai tre piani. Sulla facciata principale si apre un vestibolo detto Sala della fontana, attorno a cui ruotano gli appartamenti delle ali meridionali e settentrionali e la cui decorazione è di ispirazione tipicamente islamica a pianta quadrangolare trilobata, retto da coppie di colonne; sull'arco di ingresso, invece, è stato collocato un affresco barocco detto diavoli della Zisa, ovvero una serie di figure che secondo la tradizione è impossibile contare per la loro disposizione in senso rotatorio. Il pavimento della sala è attraversato da una canaletta che forma due vasche, quadrate all'esterno e ottagonali all'interno, in cui scorreva l'acqua versata dalla fontana, posta sulla parete di fondo. La sala è interamente coperta da un rivestimento in marmo sovrastato da una fascia a mosaico a motivi naturalistici, con tondi nella parete della fontana. Di notevole interesse è il particolare sistema di ventilazione, costituito da camini che consentivano il refrigerio estivo. All'interno del castello è ospitato il Museo d'arte islamica, con reperti provenienti dall'area del Mediterraneo.",,Regione Siciliana,"Via Ausonia, 122",90146,Palermo,,091/24003 - 800894318,,cittadino@regione.sicilia.it.,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE,shrine_jp
74,Cuba,Corso Calatafimi,100,90129,,Palermo,"38.108138599999997,13.3425586",091/90299,,,,,luogo da visitare,Monumento,,,,,,,,,,,,,,,,,,,,,,,,,"martedì - sabato 9.00 - 19.00 domenica, lunedì e festivi infrasettimanali 9.00 - 13.30",,,Biglietto ridotto (18-25 anni): 1.00; under 18 e over 65 gratuito. Ingresso libero per gli appartenenti alle facoltà di lettere e filosofia. storia dell'arte e architettura muniti di tesserino di riconoscimento.,"Il termine cuba viene dall'arabo Qubba, ovvero cupola, e fu costruita nel 1180 per il Re Guglielmo II, al centro di un ampio parco che si chiamava Genoardo (dall'arabo Jannatt al-ard, ovvero paradiso in Terra). L'uso originale della struttura era quello di padiglione di delizie, ossia di un luogo in cui il re e la sua corte potevano trascorrere ore piacevoli al fresco. La sua forma è rettangolare con, al centro di ogni lato, quattro corpi a forma di torre. Il corpo più sporgente costituiva l'unico accesso al palazzo dalla terraferma. I muri esterni sono ornati con arcate ogivali. Nella parte inferiore si aprono alcune finestre separate da pilastrini in muratura. I muri spessi e le poche finestre erano dovuti ad esigenze climatiche, offrendo maggiore resistenza al calore del sole. L'interno era diviso in tre ambienti allineati e comunicanti tra loro, ed al centro si possono ammirare i resti di una splendida fontana in marmo, tipico elemento delle costruzioni arabe necessario per rinfrescare l'aria. La sala centrale era abbellita da muqarnas, soluzione architettonica ed ornamentale simile ad una mezza cupola, tipico dello stile arabo. Proprio alla Cuba, Boccaccio ambientò una delle novelle del suo Decameron, la sesta della quinta giornata, che racconta la vicenda d'amore tra Gian di Procida e Restituta, una ragazza bellissima rapita per offrirla in dono al re Federico II d'Aragona.",,Regione Siciliana,"Via Ausonia, 122",90146,Palermo,,091/24003 - 800894318,,cittadino@regione.sicilia.it.,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE,shrine_jp
75,Cubola,Via Villa di Napoli, ,90129,,Palermo,"38.1055353,13.334374499999999",,,3283605846,,,luogo da visitare,Monumento,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Il termine cuba viene dall'arabo Qubba, ovvero cupola, e fu costruita nel 1180 per il Re Guglielmo II, al centro di un ampio parco che si chiamava Genoardo (dall'arabo Jannatt al-ard, ovvero paradiso in Terra). L'uso originale della struttura era quello di padiglione di delizie, ossia di un luogo in cui il re e la sua corte potevano trascorrere ore piacevoli al fresco. La sua forma è rettangolare con, al centro di ogni lato, quattro corpi a forma di torre. Il corpo più sporgente costituiva l'unico accesso al palazzo dalla terraferma. I muri esterni sono ornati con arcate ogivali. Nella parte inferiore si aprono alcune finestre separate da pilastrini in muratura. I muri spessi e le poche finestre erano dovuti ad esigenze climatiche, offrendo maggiore resistenza al calore del sole. L'interno era diviso in tre ambienti allineati e comunicanti tra loro, ed al centro si possono ammirare i resti di una splendida fontana in marmo, tipico elemento delle costruzioni arabe necessario per rinfrescare l'aria. La sala centrale era abbellita da muqarnas, soluzione architettonica ed ornamentale simile ad una mezza cupola, tipico dello stile arabo. Proprio alla Cuba, Boccaccio ambientò una delle novelle del suo Decameron, la sesta della quinta giornata, che racconta la vicenda d'amore tra Gian di Procida e Restituta, una ragazza bellissima rapita per offrirla in dono al re Federico II d'Aragona.",,Regione Siciliana,"Via Ausonia, 122",90146,Palermo,,091/24003 - 800894318,,cittadino@regione.sicilia.it.,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE,shrine_jp
77,Castello della Favara o Maredolce,Vicolo Castellaccio, ,90124,,Palermo,"38.092608499999997,13.386950799999999",,,3331531785,,http://www.castellodimaredolce.it - http://www.regione.sicilia.it/beniculturali,luogo da visitare,Monumento,,,,,,,,,,,,,,,,,,,,,,,,,,Visitabile su prenotazione in base all'andamento dei lavori di restauro,,,"Così chiamata poiché deriva dal termine arabo al-Fawwarah, ovvero sorgente d'acqua, ed è anche detta di Maredolce, poiché nelle vicinanze un lago artificiale vi si trovava. Costruito durante la dominazione musulmana come dimora per l'Emiro, fu restaurato in epoca normanna con l'aggiunta di una cappella e più volte rimaneggiato durante i successivi secoli. Dopo anni di totale incuria, il castello è stato acquisito dalla Regione ed è in fase di restauro. Il palazzo costituisce un unicum del genere: la massa compatta, in cui prevale la dimensione orizzontale, si svolge in continuità attorno ad un vasto cortile porticato, di cui rimangono ampi brani. A questo impianto, derivato da esempi nord-africani, si associa l'uniformità dei paramenti ed un'accurata definizione esterna che attestano l'organicità dell'intervento normanno. Il fronte settentrionale comprende l'appartamento nobile, la chiesa ed il grande fornice d'accesso alla corte interna. Di notevole interesse è la Cappella dei Santi Filippo e Giacomo, posta sul lato nord-occidentale del castello, si presenta ad unica navata e l'elemento più singolare è sicuramente la cupola in stile orientale.",,Regione Siciliana,"Via Ausonia, 122",90146,Palermo,,091/24003 - 800894318,,cittadino@regione.sicilia.it.,http://pti.regione.sicilia.it/portal/page/portal/PIR_PORTALE,shrine_jp
78,"Loggia dell'Incoronazione",Via Matteo Bonello, ,90134,,Palermo,"38.114914300000002,13.354739500000001",,,,,,luogo da visitare,Monumento,,,,,,,,,,,,,,,,,,,,,,,,,,Il sito è aperto solo in occasione di eventi e/o mostre,,,"Elegante costruzione tardo-cinquecentesca che utilizza colonne e capitelli di un preesistente edificio del XI secolo, i cui resti sono inglobati nella adiacente cappella di S. Maria l'Incoronata, preceduta da un pronao ed è costituita da un unico vano absidato; tutta l'area infatti, in epoca musulmana era occupata dalla grande moschea e qui era una sala ipostila. È detta dell'Incoronazione perché, secondo la tradizione, i re di Sicilia, incoronati nella vicina cappella, qui si affacciavano al plauso del popolo. In realtà la cerimonia dell'Incoronazione avveniva in forma solenne nella cattedrale. All'interno dell'edificio, oggi una delle sedi della Sovrintendenza Regionale Beni Culturali ed Ambientali, sono visibili le basi delle colonne che formavano la sala islamica.",,Arcidiocesi di Palermo,"Corso Vittorio Emanuele, 461",90134,Palermo,,091/077111,091/113642,curia@diocesipa.it,http://www.diocesipa.it,shrine_jp
82,Palazzo Arcivescovile,Via Matteo Bonello,2,90134,,Palermo,"38.113742199999997,13.355606399999999",091/077111,,,,,luogo da visitare,Palazzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Il Palazzo Arcivescovile di Palermo è la sede dell'Arcivescovado e si trova in pieno centro cittadino a pochi metri dalla cattedrale e dal Palazzo dei Normanni.,Arcidiocesi di Palermo,"Corso Vittorio Emanuele, 461",90134,Palermo,,091/077111,091/113642,curia@diocesipa.it,http://www.diocesipa.it,building
86,Palazzo Bologna di Villafranca Alliata,Piazza Bologni,18,90134,,Palermo,"38.114546099999998,13.3602612",091/118168 - 091322601,,,,,luogo da visitare,Palazzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Appartenuto, nel XVI secolo, ad Aloisio Bologna, e successivamente alla famiglia Alliata e Moncada. Venne restaurato dopo il terremoto del 1751, con l'intervento dell'architetto Vaccarini. Presenta un magnifico prospetto, arricchito da stemmi e fastigi di grande effetto ornamentale; al piano terra si aprono due monumentali ingressi, ornati da quattro statue marmoree di media proporzione (una femminile panneggiata di età romana e tre di soggetto mitologico raffiguranti rispettivamente Vesta, Apollo e Diana); l'interno, un tempo ricchissimo di arredi rococò, conserva un salone affrescato da Gaspare Serenario. Il palazzo è oggi utilizzato per l'esposizione di mostre e per ospitare manifestazioni.",,Associazione Amici dei Musei Siciliani,"Via Mariano Stabile, 160",90139,Palermo,3498379203 - 3477062925,091/118168,091/055799,info@amicimuseisiciliani.it,http://www.amicimuseisiciliani.it,building
87,Palazzo Branciforte,Via Bara All'Olivella,2,90133,,Palermo,"38.121394600000002,13.3622687",091/792731,,,,http://www.palazzobranciforte.it,luogo da visitare,Palazzo,,,,,,,,,,,,,,,,,,,,,,,,,periodo novembre - febbraio da martedì a venerdì 9.30 - 14.30 sabato e domenica 9.30 - 19.30 periodo marzo - ottobre da martedì a domenica: 9.30 - 19.30,,,Il costo del biglietto è al prezzo intero di 7 euro; ridotto di 5 euro (per gruppi di almeno 15 persone. maggiori di 65 anni e categorie convenzionate); gratuito per le scuole e minori di 18 anni. L'ingresso alla biblioteca è gratuito.,"Costruito alla fine del '500 dalla famiglia Branciforte e Lanza, i quali lo ampliarono nella prima metà del XVII secolo, al punto da essere considerata una delle più sontuose dimore della città. Nel XVIII secolo passò alla famiglia Branciforte di Butera, che, nel 1801, lo cedettero al Senato Palermitano per farne la nuova sede del Monte dei Pegni, che in omaggio alla Santa Patrona di Palermo, fu denominato Monte di Santa Rosalia. Nel 2005 fu acquisito dalla Fondazione Banco di Sicilia. Nel maggio 2012 il Palazzo, completamente restaurato nel suo splendore iniziale grazie al progetto di ripristino firmato dall'architetto Gae Aulenti, viene riaperto al pubblico come nuovo, importante polo culturale costituito dal Museo, dove sono esposti interessanti collezioni di archeologia, di maioliche, di filatelia, di numismatica e di scultura; da una storica Biblioteca che conserva circa 50mila volumi della Fondazione; dagli ambienti che facevano parte del Monte di Santa Rosalia, che rappresenta un raro esempio ancora esistente di composizione architettonica lignea, destinata ora ad ospitare mostre d'arte temporanee; dalla Città del Gusto, ovvero la celebre scuola di cucina del Gambero Rosso; dal Ristorante Branciforte; dall'Auditorium che può ospitare convegni ed eventi culturali e dall'Emporio Branciforte che propone una selezione di prodotti editoriali e di oggettistica legati all'arte e all'enogastronomia.",,Fondazione Sicilia,"Via Bara All'Olivella, 2",90133,Palermo,,091/0720203 - 09160720200,,info@fondazionesicilia.it,http://fondazionesicilia.it/it/home/,building
88,Palazzo Burgio di Villafiorita,Via Giuseppe Garibaldi,44,90133,,Palermo,"38.112750699999999,13.3673599",,,,,,luogo da visitare,Palazzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sede di uffici comunali.,Comune di Palermo,"Piazza Pretoria, 1",90100,Palermo,,091/401111,,,http://www.comune.palermo.it/,building
90,Palazzo Comitini,Via Maqueda,100,90134,,Palermo,"38.112591899999998,13.363533800000001",091/628260 - 091668921,,,,,luogo da visitare,Palazzo,,,,,,,,,,,,,,,,,,,,,,,,,"lunedì - venerdì 9.30 - 10.30, 11.30 - 12.30 e 15.30 - 16.30",,,,"Costruito tra il 1766 e il 1771 da Michele Gravina e Crujllas, pricipe di Comitini e pretore della città , il quale affidò i lavori all'architetto Nicolò Palma. Dal 1860 vi ha sede l'Amministrazione Provinciale. Gli interni affrescati furono fastosamente decorati verso la fine del XVIII secolo, che comprendono splendidi affreschi a tromp l'oeil, arredi, pitture etc.: sicuramente, di ragguardevole interesse è la Sala Martorana, sede del Consiglio Provinciale, dove vi è profusa una ricchezza decorativa tipicamente settecentesca costituita da boiseries dorate che avvolgono le pareti, includendo specchi e figurazioni dipinte in cornici, i cui soggetti sono sia religiosi che storici, e lo splendido affresco della volta realizzato da Gioacchino Martorana, con al centro il Trionfo del vero Amore in una esplosione di colori e di luci.",,Provincia Regionale di Palermo,"Via Maqueda, 100",90134,Palermo,,,,,,building
106,Palazzo Reale o dei Normanni,Piazza Indipendenza, ,90129,,Palermo,"38.1100937,13.3521357",091/262833,,,,,luogo da visitare,Palazzo,,,,,,,,,,,,,,,,,,,,,,,,,venerdì - sabato - lunedì 8.15 - 17.40 (ultimo turno ore 17.00) domenica e festivi 8.15 - 13.00 (ultimo turno ore 12.15),,Per motivi istituzionali gli Appartamenti Reali possono essere interdetti in modo imprevisto Giorni di chiusura: 25 dicembre e 1 gennaio.,Costi: intero 8.00 - ridotto 5.00 per ragazzi dai 18 ai 25 anni ed ed over 65. facenti parte della Comunità Europea e corpo docente. Gratuito x scolaresche (previa prenotazione) sotto 18. Nei giorni di lunedì. venerdì. sabato e domenica è possibile acquistare il pacchetto Palazzo Reale + Cappella Palatina a 8.50. ridotto 6.50.,"Costruito intorno al X secolo dagli emiri arabi. Dai re normanni, che lo scelsero come residenza, fu concepito come una fortezza, ma anche come dimora di eccezionale sontuosità e raffinatezza. Essi utilizzarono, per le proprie architetture, la padronanza tecnica delle maestranze musulmane facendo nascere così l'arte araba-normanna. L'insieme degli edifici che costituisce l'odierno Palazzo Reale è il risultato delle aggiunte eseguite tra il XVI e il XVII secolo, che hanno dato al complesso un aspetto unitario. All'interno è possibile ammirare, oltre alla splendida Cappella Palatina, la Sala d'Ercole, costruita nel 1560 ed è così chiamata per la presenza di dipinti che rappresentano scene dell'eroe mitologico realizzate da Giuseppe Velasquez; la Sala del Duca di Montalto decorata da affreschi eseguiti da Pietro Novelli; la Sala dei Vicerè dove sono esposti ventuno ritratti di vicerè, presidenti e luogotenenti del regno; la Sala di Re Ruggero dove alle pareti e sulle volte sono stati collocati dei mosaici a motivi naturalistici su un fondo di tessere dorate; la Sala della Regina, in stile pompeiano con pitture eseguite da Giuseppe Patania etc. La Torre Pisana ospita dal 1791 l'Osservatorio Astronomico. Dal 1946 il Palazzo dei Normanni è sede dell'Assemblea della Regione Sicilia e vi si riunisce il Parlamento Siciliano che si gloria di essere il più antico d'Europa, essendo stato istituito da re Ruggero nel 1140.",,Fondazione FEDERICO II,"via Nicolò Garzilli, 36",90141,Palermo,,091/262833,091/262962,fondazione@federicosecondo.org,http://www.federicosecondo.org/it,building
